plaintext,ciphertext,cipher_type,key,ciphertext_length,avg_char_freq,unique_chars
this is a secret message number 1791,DRSC SC K COMBOD qOCCKQyO XEWLOB1791,caesar,10,36,1.894736842105263,19
this is a secret message number 1792,tsce rh iegmsene 2i ase sgub19 stam7,rail_fence,4,36,2.0,18
this is a secret message number 1793,FTUE UE M wQODQF QEbMSQ ZGYNQD 1793,caesar,12,35,1.75,20
this is a secret message number 1794,ti sasce esg ubr19hsi u erthmsaenmes 74,rail_fence,2,39,2.1666666666666665,18
this is a secret message number 1795,GUVF VF N FRPERG ZRFNTR AdZORE 1795,caesar,13,35,1.9444444444444444,18
this is a secret message number 1796,tsrsnriceee6semgb9istm7hekasu1,columnar,ozurp,30,1.6666666666666667,18
this is a secret message number 1797,tsce rhi ermsen 7i ase sgjb19 tam7,rail_fence,4,34,2.0,17
this is a secret message number 1798,t a 1h  tmen j7isseegur9sierfame8 csb,rail_fence,5,37,1.85,20
this is a secret message number 1799,ta  h1  tmen 7isseegur9sijrsame csb,rail_fence,5,35,1.9444444444444444,18
this is a secret message number 1800,tak  1h  tmhne 8isseegur0siersame0 csb,rail_fence,5,38,2.111111111111111,18
this is a secret message number 1801,IAKK XL S HXEJUI fOWIHTIW jCNOTUG r1801,vigenere,ptcsq,39,1.6956521739130435,23
this is a secret message number 1802,smuw2irg1ssbaemoitn0tsesee8hcar,columnar,ozeqkcih,31,1.631578947368421,19
this is a secret message number 1803,smu3aemitn0hcartesessbir1yee8,columnar,gesvdabq,29,1.7058823529411764,17
this is a secret message number 1804,LZp aAK S KWUJWL EWKKSYW FMETWJ 1804,caesar,18,36,1.8,20
this is a secret message number 1805,t ac s b1hsi ertsmaenmeg 85isseegur0,rail_fence,3,36,2.0,18
this is a secret message number 1806,wsuerscsu8tatgbeirsm0ieen1seab6,columnar,gdleku,31,1.8235294117647058,17
this is a secret message number 1807,FGP XU Z WRTQS JWHUMFF FJONDS 187,vigenere,mzbxspc,33,1.5714285714285714,21
this is a secret message number 1808,ti sasec eigubr10hsi  ertmsaenme 88,rail_fence,2,35,2.0588235294117645,17
this is a secret message number 1809,UGMn JR F TDGWWUQ JKTZKJ OvTQGWS 1809,vigenere,bzefs,37,1.7619047619047619,21
this is a secret message number 1810,NKMH LD LMHGGUW PMRDKT QFRMDL 1810,vigenere,udepqdlflz,34,1.8888888888888888,18
this is a secret message number 1811,MABL BL TL XVKXM FXLLTZX GFUXK y1811,caesar,19,36,2.25,16
this is a secret message number 1812,ta  1h  tmen 8isseegur1isiaersajme2 csb,rail_fence,5,39,2.1666666666666665,18
this is a secret message number 1813,t ac s b1hswi  ertmsenme 83isseegur1,rail_fence,3,36,2.0,18
this is a secret message number 1814,ti sasce esg ubr11hsi  ertmmsaehe 84,rail_fence,2,36,2.25,16
this is a secret message number 1815,LZAK AK S KWUJWLo EWKKSYr FMETWJ 1815,caesar,18,37,1.9473684210526316,19
this is a secret message number 1816,FTUE UE M uEODQF YQEMSQ ZGYNQD 1816,caesar,12,35,1.9444444444444444,18
this is a secret message number 1817,ta 1 h  tmen 8sseegur1siersame7 csb,rail_fence,5,35,2.0588235294117645,17
this is a secret message number 1818,SGHRH R Z RDBQDS LDRRZFD MTkLADQ 1818,caesar,25,37,2.176470588235294,17
this is a secret message number 1819,amnesraeste1hesm9tsu1iegicsb,columnar,nmzcwhb,28,1.8666666666666667,15
this is a secret message number 1820,iQI LF IP HPAMJ PRBAQDH WCCYHE 1820,vigenere,njiqxd,35,1.5909090909090908,22
this is a secret message number 1821,tsce rhz ermseneb 1i ase sgub12s taj8,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1822,scsu8ieeni1rsmc2hsmertatgseab2,columnar,plbacz,30,1.875,16
this is a secret message number 1823,tseu2stetsranicsbamn8heskm3iegr,columnar,dwqmxfr,31,1.8235294117647058,17
this is a secret message number 1824,ta  1hh  tmen 8isseegru2siersame4 csb,rail_fence,5,37,2.0555555555555554,18
this is a secret message number 1825,KYZ ZJ R JVTIVK DVJJRXV ELDSVI 8125,caesar,17,35,1.9444444444444444,18
this is a secret message number 1826,OCDZ ZO J NuZJXVP VZNNHMV ADHWZY 1n826,vigenere,vvvhgrwnj,38,1.8095238095238095,21
this is a secret message number 1827,tscetgrhi ermsene 7i ase gsub12s tam8,rail_fence,4,37,2.0555555555555554,18
this is a secret message number 1828,KFF BJ I HXTPMG FVAQVX LCZQXI 1828,vigenere,ryinpt,34,1.619047619047619,21
this is a secret message number 1829,HVWG WG O GSQFSH ASGGOUS BIAnSF1 289,caesar,14,36,2.0,18
this is a secret message number 1830,pRZP EC X OOTOIP DBWOKXB JEYDIN 1830,vigenere,wkrxe,36,1.6363636363636365,22
this is a secret message number 1831,AVRO IE P ZSLNQT ATMZOPA NGAQYoY 18l3,vigenere,hojwmamopu,37,1.6818181818181819,22
this is a secret message number 1832,semgeblhaesu1istam8tsrsnriceee2,columnar,vmpgy,31,1.8235294117647058,17
this is a secret message number 1833,yirsm3ieen1tatgeaseab3hsmersscu8,columnar,nvhzau,32,1.8823529411764706,17
this is a secret message number 1834,hscmaur4sseseb8tietsnb3iargemn,columnar,qoxp,30,1.875,16
this is a secret message number 1835,DRSC SC K COMBOD WOCKQO XEWcLOB 1835,caesar,10,36,1.894736842105263,19
this is a secret message number 1836,t ac s b1hxsi  ertmseanme 86isseegu3,rail_fence,3,36,1.894736842105263,19
this is a secret message number 1837,bembg3tsrsnristam8iceee7haewsu1,columnar,nvpht,31,1.7222222222222223,18
this is a secret message number 1838,XLMW MW E WIVGIX QIWWhKIRYQFIV 1838,caesar,4,35,1.9444444444444444,18
this is a secret message number 1839,WLWPW W E PYQVHX JGYWDKS HIQEIF1 839,vigenere,deoxuoe,36,1.7142857142857142,21
this is a secret message number 1840,ta d h  tmen 8isseeugr4siersame0 csb,rail_fence,5,36,2.0,18
this is a secret message number 1841,ti sasce esg ubr14hsi  tertmsaenrm 81,rail_fence,2,37,2.176470588235294,17
this is a secret message number 1842,XLMW MW E WIGVgIX QInWWEKI dYQFIV 1842,caesar,4,38,1.9,20
this is a secret message number 1843,USJB FwT B IBDCFC JFDTJWB YdVRBS 1843,vigenere,blbjqx,37,1.85,20
this is a secret message number 1844,ta  1fh tmen 8isseegur4sieryame4 csb,rail_fence,5,36,1.894736842105263,19
this is a secret message number 1845,ti sasce esg ubr14hsi s ertmsaenme 85,rail_fence,2,37,2.0555555555555554,18
this is a secret message number 1846,AOPZ PZ H ZLJYLA ihTLZZHNq UBTILY 1846,caesar,7,38,1.8095238095238095,21
this is a secret message number 1847,JKVCdCT Q FOPLFN PRCFUHY QHWOY 1d847,vigenere,qdnknubu,36,1.6363636363636365,22
this is a secret message number 1848,tsec rhi ewmsene 8i asqe sgub14s tam8,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1849,BPQA QA I AMKZtBU MAAIOM VCUdMZ 1849,caesar,8,36,1.894736842105263,19
this is a secret message number 1850,tseu5ste1iqgrhsm0icsbam8nsrae,columnar,bjnyedu,29,1.6111111111111112,18
this is a secret message number 1851,ta  1h tmen 8isseegur5siergame1 csb,rail_fence,5,35,2.0588235294117645,17
this is a secret message number 1852,iceewe2tsrsnrsemg5bhaesu1istam8,columnar,hqujd,31,1.7222222222222223,18
this is a secret message number 1853,FXCV A M MHQAc CYVGSCH DOPPWN 1853,vigenere,mqudoswd,34,1.5454545454545454,22
this is a secret message number 1854,UcIJT JT B TFDSFU NFTTBHu ONCFS 1854,caesar,1,36,1.894736842105263,19
this is a secret message number 1855,OCN DN V NZXMZOf HZNNVBj IPHWZM 1855,caesar,21,36,1.894736842105263,19
this is a secret message number 1856,SCTE HN MR ZNDGS XQURVRQMPXNGQ 8156,vigenere,zvlmc,35,1.6666666666666667,21
this is a secret message number 1857,tsa h 1h  tmen 8isseegur5siersame7 cb,rail_fence,5,37,2.0555555555555554,18
this is a secret message number 1858,FTUE UE M EeQODQF YQrEMrQ ZGYNQD 1858,caesar,12,37,2.0555555555555554,18
this is a secret message number 1859,HVWG WG O GSQFSH ASGGOUS IBAPSF 1859,caesar,14,36,2.0,18
this is a secret message number 1860,at  1h  tme n8isseegur6sierasme0 csb,rail_fence,5,36,2.0,18
this is a secret message number 1861,FTUE dE M EQODQF YQEeEMSQ ZGYNQD 1861,caesar,12,37,1.9473684210526316,19
this is a secret message number 1862,RFGQ GQ Y QCAPCR CKQQYcEC LSKZCP 8162,caesar,24,37,1.9473684210526316,19
this is a secret message number 1863,tspe rhi ermsne 3i ase sgub16s tqm8,rail_fence,4,35,1.8421052631578947,19
this is a secret message number 1864,tsce rhi ermesne i asm sgub16s tam8,rail_fence,4,35,2.0588235294117645,17
this is a secret message number 1865,RFGQ GQ Y QyAPCR KQQYEC LSjZCP 1865,caesar,24,35,1.75,20
this is a secret message number 1866,TWYN NI Q SwTSMTY EbYSPWZ SKERKR1866,vigenere,apqvpfqsqg,36,1.894736842105263,19
this is a secret message number 1867,t ac s b1hsi  ertmsaneme8isseegur6,rail_fence,3,34,2.0,17
this is a secret message number 1868,BLL AAM I KvYFZGL PMUKUJM FOPJGJ 1868,vigenere,sudic,37,1.9473684210526316,19
this is a secret message number 1869,NBCM CM  UsMYWLYN GYMMUY HOGVYL 1869,caesar,20,36,2.0,18
this is a secret message number 1870,tsce rhi ermsene 0ia se sfwub17s tam8,rail_fence,4,37,1.9473684210526316,19
this is a secret message number 1871,NBCM CM  MWLYN GYMMUAY HOGVYL 171,caesar,20,33,2.0625,16
this is a secret message number 1872,IXH XH P HTRGTI BTHHPVT CJBQTG r72,caesar,15,34,2.125,16
this is a secret message number 1873,irg1sm3uhcprtesegee8aemssbitn7,columnar,skfuzivy,30,1.6666666666666667,18
this is a secret message number 1874,NBCM C U MYWLYN GYMMUAY HOfVYL 8174,caesar,20,35,1.8421052631578947,19
this is a secret message number 1875,WKLcV LV D VHFUH WPHVVDJHcQXPEHU 1875,caesar,3,37,1.9473684210526316,19
this is a secret message number 1876,DsSC S K COMBODW OCCKQO XEWLOB 1876,caesar,10,35,1.9444444444444444,18
this is a secret message number 1877,HVWG WG O GSQFpH ASGGOUS BIAPSFr 187k,caesar,14,37,1.85,20
this is a secret message number 1878,HYBV TQ R VENPSK PEDevOXXq NFKPVK 1878,vigenere,ortdaly,38,1.6521739130434783,23
this is a secret message number 1879,tsce hi ermkene 9i ase ksgub17s tam8,rail_fence,4,36,1.894736842105263,19
this is a secret message number 1880,ti sasce esg uar18hsi  ertlasenme 80,rail_fence,2,36,2.1176470588235294,17
this is a secret message number 1881,KYZJ ZJ R JVTIVK DVJRXVELDSV I1881,caesar,17,34,2.125,16
this is a secret message number 1882,TXNV OS F AKHJW SEIXDOK DZPJKbk1882,vigenere,aqfdig,35,1.5217391304347827,23
this is a secret message number 1883,ZRLQ V JG VCUEVAh WHQKNXL XXTRI 1883,vigenere,gkdysnrh,36,1.565217391304348,23
this is a secret message number 1884,iceee4ahesyu1istam8tsrsnrsemgbt8,columnar,ochwa,32,1.8823529411764706,17
this is a secret message number 1885,ieen1seabs5csu8irsm8tatgehspmmer,columnar,wxdrsk,32,1.8823529411764706,17
this is a secret message number 1886,ONFI JU Mt NZKHFU TQWNGDU OWTNIMc1886,vigenere,vgxqbbchme,37,1.7619047619047619,21
this is a secret message number 1887,OCDN DN V NZXMZO HZNNBVZ IPHW 1887,caesar,21,34,2.0,17
this is a secret message number 1888,ttgehserseab8gscsu8irsm8ieen1,columnar,ajystl,29,1.9333333333333333,15
this is a secret message number 1889,ta  1h  tmen 8isseger8siersme9 csb,rail_fence,5,34,2.125,16
this is a secret message number 1890,IXWhH XH P HRTGTI BTHHPVT CJBQTG 1890,caesar,15,37,1.9473684210526316,19
this is a secret message number 1891,t ac s b1hsi  ertsmaenme 81isseegur9,rail_fence,3,36,2.1176470588235294,17
this is a secret message number 1892,sre8laemsmu2ssbir1tesehcaritn9,columnar,mqjazfci,30,1.7647058823529411,17
this is a secret message number 1893,smu3seei8rg1aemteseign9ssbchar,columnar,rulesdnt,30,1.7647058823529411,17
this is a secret message number 1894,EuSTD TD L DPNCPE XPDDLRP YFlxMPC 1894,caesar,11,38,1.8095238095238095,21
this is a secret message number 1895,a  1h  tmen8isseegur9siersaem5 csb,rail_fence,5,34,1.8888888888888888,18
this is a secret message number 1896,SGHR HR Z iRDBDQS LDRRZFD MTLDAQ 1896,caesar,25,37,1.9473684210526316,19
this is a secret message number 1897,t ac s b1hsi  ertmsaenme 87issegsu9r,rail_fence,3,36,2.0,18
this is a secret message number 1898,FTUE UE e EQODQFYQEEbMSQ ZGYNQD 1898,caesar,12,36,1.894736842105263,19
this is a secret message number 1899,PSSf VZj U DOFTRA GzADCDIR JOIMOU 1899,vigenere,wlkdcnhwu,38,1.6521739130434783,23
this is a secret message number 1900,piaregm1hscmaur0tietsnes0sseesb9,columnar,lcbu,32,1.8823529411764706,17
this is a secret message number 1901,iegricsbsrafeste1tseu0hesm1amend,columnar,uwqsdty,32,1.8823529411764706,17
this is a secret message number 1902,SGHR HR Z RDQDS LDRRZF MTLADQ 1902,caesar,25,34,2.0,17
this is a secret message number 1903,tsrsnrsesmbg0istam9haesu1icee3,columnar,aroiv,30,1.7647058823529411,17
this is a secret message number 1904,HBJQ MT W GYDPYX LAGUHC RVLXLF 1h904,vigenere,oubyuebzwh,36,1.44,25
this is a secret message number 1905,STDR DR V EZBDZS HDENZSZ ZLPNZQ 1905,vigenere,zmv,36,2.0,18
this is a secret message number 1906,CNK PO R KXJNtK EXZOUXY GBIVVL 1906,vigenere,urusthw,35,1.5217391304347827,23
this is a secret message number 1907,VJKU KU C UGEbTGV OiGUUCIG PWDOGT 1907,caesar,2,38,1.9,20
this is a secret message number 1908,t ac s b1hsi  ehtmsaenmeb98isseegu0,rail_fence,3,35,2.0588235294117645,17
this is a secret message number 1909,tssrsemgb0istam9iceee9hyesu1,columnar,bzgfu,28,1.75,16
this is a secret message number 1910,UIJT JT B TFDSFU NFTTBHcF OVNCFS j910,caesar,1,37,1.9473684210526316,19
this is a secret message number 1911,ta  1h  tmen 9isseegursiresame1 csab,rail_fence,5,36,2.25,16
this is a secret message number 1912,icveee2semgfb1haesu1istam9tsrsnr,columnar,vkmeb,32,1.7777777777777777,18
this is a secret message number 1913,seab3scsu9ieen1tatgeirss1hsmer,columnar,uxkiwb,30,1.875,16
this is a secret message number 1914,iceee4semgb1tcrnsristam9haes1u,columnar,szyqm,30,1.875,16
this is a secret message number 1915,NCBM CM U MYWkYN dYMMUAY HOGVYL 1915,caesar,20,36,1.894736842105263,19
this is a secret message number 1916,x ac s b1hsf  ertmsaenme 96iseegur1,rail_fence,3,35,1.8421052631578947,19
this is a secret message number 1917,CQRB RB J BLNACN VNBBJPN WDVKNA1917,caesar,9,35,2.0588235294117645,17
this is a secret message number 1918,NCM pCM U MYWLYN GYMMdAY HOGVYL 1918,caesar,20,36,2.0,18
this is a secret message number 1919,ieen1irsm1scsu9tatgosmerbseab9,columnar,wxitqy,30,2.0,15
this is a secret message number 1920,tsce khi erysene 0i ae sgub12s tam9,rail_fence,4,35,1.75,20
this is a secret message number 1921,RCIQ DC Y SCAMxO HEQQVQM aUKZZB 1921,vigenere,yvayyvki,36,1.565217391304348,23
this is a secret message number 1922,NOY OY G YKIXKZS KYYGMK TASHK 1922,caesar,6,34,2.0,17
this is a secret message number 1923,YPHK MB I KGGAJB EGWBFOtD PYVMGQ1 923,vigenere,fizscej,37,1.608695652173913,23
this is a secret message number 1924,ESTD TD  DPNCE XPDDLRP YbFXMPC 1924,caesar,11,35,1.8421052631578947,19
this is a secret message number 1925,CQRBR B J yNLANC VNBBJPN WDVKNA 192y,caesar,9,36,2.0,18
this is a secret message number 1926,semgt2tsrsnrhaes1uistam9iecee6,columnar,djtcz,30,1.875,16
this is a secret message number 1927,HWG WG O GSQFS HASGGOUS BIAPS 1927,caesar,14,34,2.0,17
this is a secret message number 1928,ta  1h  tmen 9ssseegupr2siersae8 csb,rail_fence,5,36,1.894736842105263,19
this is a secret message number 1929,MHCNcBS V LEWMRM GZFLAA GUGWRK 1992,vigenere,tauvn,35,1.5909090909090908,22
this is a secret message number 1930,tea  1h  tmen 9isseegur3sziersame0 sb,rail_fence,5,37,2.0555555555555554,18
this is a secret message number 1931,SHHC XE ACPRDDT iWPHEGD YJYAEQ 1931,vigenere,zazklpm,35,1.75,20
this is a secret message number 1932,GAITw VoL BvFXCSRG MFFFTGF ANMCRE 1932,vigenere,ntabn,38,1.6521739130434783,23
this is a secret message number 1933,RFGQ GQ Y QCAPCR KCQaYEC LKZC 1933,caesar,24,34,2.0,17
this is a secret message number 1934,RFGQ GQ Y QCAPCR KCQQYCE LSKZCP b943,caesar,24,36,2.0,18
this is a secret message number 1935,JXxI YI Q IUSHUJ CIIQW DKCRUH 1935,caesar,16,34,1.7894736842105263,19
this is a secret message number 1936,t acds b1hsi ertmsaenme 96isseepur3,rail_fence,3,35,1.8421052631578947,19
this is a secret message number 1937,JXYIY IsQ IUSdUJ CUIIQWU DKCRUH 1937,caesar,16,36,1.8,20
this is a secret message number 1938,itn3aemssbhcarirg1smu8see9tsee,columnar,zkluashi,30,1.7647058823529411,17
this is a secret message number 1939,iceee9istsam9semgbthaesu1tsrnr,columnar,yteoc,30,2.0,15
this is a secret message number 1940,RQYZN G I BJUMJH UCBIHBJ NCKKUY 140,vigenere,yjqhvfoai,35,1.9444444444444444,18
this is a secret message number 1941,OCbDN DN V NZXMZO HZNoVBZ IPHWZM 194o,caesar,21,37,1.9473684210526316,19
this is a secret message number 1942,ZNOY OYG  YKIXKZ SKYYGMK nTASHXK 1942,caesar,6,37,1.9473684210526316,19
this is a secret message number 1943,tsce rhai ermseene 3i axse sgub14s tam9,rail_fence,4,39,2.0526315789473686,19
this is a secret message number 1944,ZtBL OIR  LIIHK FIYIGXX RACHVK 1944,vigenere,grttegq,35,1.75,20
this is a secret message number 1945,ti sasce esg ubr14qi  ertmsanme 95,rail_fence,2,34,1.8888888888888888,18
this is a secret message number 1946,cthsce rhi ermsene6 i ase sgub14s tam9,rail_fence,4,38,2.111111111111111,18
this is a secret message number 1947,RFGQ QiG Y QCAPCR KCQQzYEC LSKZCP 1947,caesar,24,38,1.9,20
this is a secret message number 1948,HCEt EG W XAQqMAH ISNOOLA eIQAGAF 1948,vigenere,ovwofw,38,1.6521739130434783,23
this is a secret message number 1949,hscma9tietsnecsseseb9iaregm1,columnar,gcvp,28,2.0,14
this is a secret message number 1950,PDEO EO W OAYNAP IAzOOWCv JQIXAN 195,caesar,22,36,1.894736842105263,19
this is a secret message number 1951,LZkK AK S KWUJWL EoKKSYW FMETWJ 1915,caesar,18,36,1.894736842105263,19
this is a secret message number 1952,YFMY GN E XCGXcr WIRXYKK aPWFDW 1952,vigenere,fyegmyvkez,36,1.6363636363636365,22
this is a secret message number 1953,KYZJ ZJ RpJVcIVK DVJJRXV EDSVI 1953,caesar,17,35,1.9444444444444444,18
this is a secret message number 1954,CMHRJY V XDBTFZ HNXwRZFI LPVGDQ 1954,vigenere,jfzzcbgyv,36,1.44,25
this is a secret message number 1955,tsce rhi ermsene 5i apseo sgub15s talm9,rail_fence,4,39,1.95,20
this is a secret message number 1956,amn9tseu5iekgrsreahehm6icsbste1,columnar,gxyumza,31,1.7222222222222223,18
this is a secret message number 1957,ti sasce esg nbr15hsi  rtmsanme 97,rail_fence,2,34,2.0,17
this is a secret message number 1958,lhesm8sraetsu5iegrsie1amn9icsb,columnar,eaychir,30,1.6666666666666667,18
this is a secret message number 1959,DXKJ S CCZOMHGKjWOIURNO DWDIOB 1959,vigenere,kqcrhk,35,1.5909090909090908,22
this is a secret message number 1960,tscbe rhi esrmsxne 0i ase sgub16s tam9,rail_fence,4,38,2.0,19
this is a secret message number 1961,MlABL BL T LXVKXM FXLLXT GNFUXK 1961,caesar,19,36,2.1176470588235294,17
this is a secret message number 1962,FTUE UEoM EQDQF YQrEMSQ ZGYNQD 1962,caesar,12,35,1.8421052631578947,19
this is a secret message number 1963,la  1h  ltmen 9isseegur6siersame3 csb,rail_fence,5,37,1.9473684210526316,19
this is a secret message number 1964,XLW MW yy WIGVIX QIWWEKI RYQFIV 1964,caesar,4,36,1.894736842105263,19
this is a secret message number 1965,KYZJ wJ R JVTIVK DVJRJXVELDSVI 1965,caesar,17,35,1.8421052631578947,19
this is a secret message number 1966,istam9ceee6haesu1segmb6strsnr,columnar,yqeuj,29,1.8125,16
this is a secret message number 1967,amn9iegxrseu6icsbhesm7fte1srae,columnar,dievbra,30,1.5789473684210527,19
this is a secret message number 1968,iaregm1sjeseb9hscmuar8tietysne6,columnar,xwkt,31,1.631578947368421,19
this is a secret message number 1969,ta c s b1hsi  ertmsaenmeu 99ikseegur6,rail_fence,3,37,2.0555555555555554,18
this is a secret message number 1970,tsce rhie rkmsene 0ic ase sgub17s tam9,rail_fence,4,38,2.0,19
this is a secret message number 1971,MQZG QB V LNTFKB XZALJXS rDXWMiK 1971,vigenere,tjrogijlvi,37,1.608695652173913,23
this is a secret message number 1972,BPQ AQA x AMKZBM UMAAIOM VCUJMZ 1972,caesar,8,36,1.894736842105263,19
this is a secret message number 1973,t ac s b1hsi  ertmaene 9x3isseegur7,rail_fence,3,35,1.8421052631578947,19
this is a secret message number 1974,WKLV LV D VHFUeHW PHVVDJkH QXPEHU 197p,caesar,3,38,1.9,20
